pubmed_id,year,journal,phylum_candidate,phylum_bucket,title,authors_first3,doi,query_label,title_boost,triage_score,triage,pub_types,year_weight
41818492,2026,Adv Sci (Weinh),Arthropoda (Drosophila),Arthropoda (Drosophila),Sulfakinin Signaling Sense Circulating Fructose and Suppresses Food Consumption via Insulin-Like Peptide in Bactrocera Dorsalis.,Li HF; Dong B; Ren ZL,10.1002/advs.202514748,Q-arthropod-drosophila,0,0.33,pending,Journal Article,1.1
40580960,2025,Curr Biol,Arthropoda (Drosophila),Arthropoda (Drosophila),Ecdysteroid-DopEcR signaling in neuronal and midgut cells mediates toxin avoidance and detoxification in Drosophila.,Saito K; Kanno M; Tanimoto H,10.1016/j.cub.2025.06.023,Q-arthropod-drosophila,0,0.33,pending,Journal Article,1.1
40782068,2025,J Agric Food Chem,Arthropoda (Drosophila),Arthropoda (Drosophila),A Token Stimulus Receptor Tuned to Gluconapin in the Cabbage White Butterfly.,Fan XB; Cao LL; Xu X,10.1021/acs.jafc.5c05474,Q-arthropod-drosophila,0,0.33,pending,Journal Article,1.1
39442845,2024,Int J Biol Macromol,Arthropoda (Drosophila),Arthropoda (Drosophila),The gustatory receptor BdorGr43a mediated sucrose preference in the feeding of Bactrocera dorsalis.,Dong B; Li H; Guo H,10.1016/j.ijbiomac.2024.136774,Q-arthropod-drosophila,0,0.33,pending,Journal Article,1.1
36347251,2022,Curr Biol,Arthropoda (Drosophila),Arthropoda (Drosophila),Identification of a GABAergic neuroblast lineage modulating sweet and bitter taste sensitivity.,Zhao Y; Duan J; Han Z,10.1016/j.cub.2022.10.029,Q-arthropod-drosophila,0,0.33,pending,"Journal Article;Research Support, Non-U.S. Gov't",1.1
34264948,2021,PLoS Genet,Arthropoda (Drosophila),Arthropoda (Drosophila),Identification of a gustatory receptor tuned to sinigrin in the cabbage butterfly Pieris rapae.,Yang J; Guo H; Jiang NJ,10.1371/journal.pgen.1009527,Q-arthropod-drosophila,0,0.33,pending,"Journal Article;Research Support, Non-U.S. Gov't",1.1
34911758,2021,Proc Natl Acad Sci U S A,Arthropoda (Drosophila),Arthropoda (Drosophila),Requirement for an Otopetrin-like protein for acid taste in Drosophila.,Ganguly A; Chandel A; Turner H,10.1073/pnas.2110641118,Q-arthropod-drosophila,0,0.33,pending,"Journal Article;Research Support, N.I.H., Extramural",1.1
28684466,2017,J Exp Biol,Arthropoda (Drosophila),Arthropoda (Drosophila),Pharyngeal stimulation with sugar triggers local searching behavior in Drosophila.,Murata S; Brockmann A; Tanimura T,10.1242/jeb.161646,Q-arthropod-drosophila,0,0.33,pending,"Journal Article;Research Support, Non-U.S. Gov't",1.1
26512069,2016,Chem Senses,Arthropoda (Drosophila),Arthropoda (Drosophila),Behavioral Analysis of Bitter Taste Perception in Drosophila Larvae.,Kim H; Choi MS; Kang K,10.1093/chemse/bjv061,Q-arthropod-drosophila,0,0.33,pending,"Journal Article;Research Support, Non-U.S. Gov't",1.1
27098705,2016,J Neurosci,Arthropoda (Drosophila),Arthropoda (Drosophila),The Unique Dopamine/Ecdysteroid Receptor Modulates Ethanol-Induced Sedation in Drosophila.,Petruccelli E; Li Q; Rao Y,10.1523/JNEUROSCI.3774-15.2016,Q-arthropod-drosophila,0,0.33,pending,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",1.1
25702577,2015,Curr Biol,Arthropoda (Drosophila),Arthropoda (Drosophila),"Drosophila sugar receptors in sweet taste perception, olfaction, and internal nutrient sensing.",Fujii S; Yavuz A; Slone J,10.1016/j.cub.2014.12.058,Q-arthropod-drosophila,0,0.255,pending,"Journal Article;Research Support, N.I.H., Extramural",0.85
25825777,2015,Proc Natl Acad Sci U S A,Arthropoda (Drosophila),Arthropoda (Drosophila),Candidate ionotropic taste receptors in the Drosophila larva.,Stewart S; Koh TW; Ghosh AC,10.1073/pnas.1503292112,Q-arthropod-drosophila,0,0.255,pending,"Journal Article;Research Support, N.I.H., Extramural",0.85
22646846,2012,BMC Genomics,Arthropoda (Drosophila),Arthropoda (Drosophila),Identification of chemosensory receptor genes in Manduca sexta and knockdown by RNA interference.,Howlett N; Dauber KL; Shukla A,10.1186/1471-2164-13-211,Q-arthropod-drosophila,2,1.955,boosted_by_title,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.",0.85
22122783,2012,Insect Mol Biol,Arthropoda (Drosophila),Arthropoda (Drosophila),Functional validation of the carbon dioxide receptor genes in Aedes aegypti mosquitoes using RNA interference.,Erdelyan CN; Mahood TH; Bader TS,10.1111/j.1365-2583.2011.01120.x,Q-arthropod-drosophila,1,1.105,boosted_by_title,"Journal Article;Research Support, Non-U.S. Gov't",0.85
20543015,2010,Chem Senses,Arthropoda (Drosophila),Arthropoda (Drosophila),Mutants in phospholipid signaling attenuate the behavioral response of adult Drosophila to trehalose.,Kain P; Badsha F; Hussain SM,10.1093/chemse/bjq055,Q-arthropod-drosophila,1,1.105,boosted_by_title,"Journal Article;Research Support, Non-U.S. Gov't",0.85
41786813,2026,Sci Rep,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),Longevity and foraging performance of honey bees treated with an RNAi-based Varroa destructor biopesticide.,Merk J; Anastasi M; McGruddy R,10.1038/s41598-026-38557-w,Q-arthropod-bee,1,1.4300000000000002,boosted_by_title,Journal Article,1.1
38517067,2024,J Exp Biol,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),Effects of microRNA-305 knockdown on brain gene expression associated with division of labor in honey bee colonies (Apis mellifera).,Stuart SH; Ahmed ACC; Kilikevicius L,10.1242/jeb.246785,Q-arthropod-bee,1,1.4300000000000002,boosted_by_title,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.",1.1
34004073,2021,Pest Manag Sci,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),"Molecular and pharmacological characterization of biogenic amine receptors from the diamondback moth, Plutella xylostella.",Liu T; Zhan X; Yu Y,10.1002/ps.6481,Q-arthropod-bee,1,1.4300000000000002,boosted_by_title,Journal Article,1.1
32968780,2020,Chem Senses,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),CRISPR/Cas 9-Mediated Mutations as a New Tool for Studying Taste in Honeybees.,Değirmenci L; Geiger D; Rogé Ferreira FL,10.1093/chemse/bjaa063,Q-arthropod-bee,1,1.4300000000000002,boosted_by_title,"Journal Article;Research Support, Non-U.S. Gov't",1.1
28748595,2019,Insect Sci,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),Genes important for survival or reproduction in Varroa destructor identified by RNAi.,Huang ZY; Bian G; Xi Z,10.1111/1744-7917.12513,Q-arthropod-bee,1,1.4300000000000002,boosted_by_title,Evaluation Study;Journal Article,1.1
31694336,2019,Insects,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),Insulin Receptor Substrate Gene Knockdown Accelerates Behavioural Maturation and Shortens Lifespan in Honeybee Workers.,Ihle KE; Mutti NS; Kaftanoglu O,10.3390/insects10110390,Q-arthropod-bee,1,1.4300000000000002,boosted_by_title,Journal Article,1.1
25497555,2015,Exp Gerontol,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),Genotype effect on lifespan following vitellogenin knockdown.,Ihle KE; Fondrk MK; Page RE,10.1016/j.exger.2014.12.007,Q-arthropod-bee,1,1.105,boosted_by_title,"Journal Article;Research Support, Non-U.S. Gov't",0.85
25596612,2015,J Hered,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),Genetic architecture of a hormonal response to gene knockdown in honey bees.,Ihle KE; Rueppell O; Huang ZY,10.1093/jhered/esu086,Q-arthropod-bee,1,1.105,boosted_by_title,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.",0.85
24266860,2014,J Neurochem,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),"Molecular, pharmacological, and signaling properties of octopamine receptors from honeybee (Apis mellifera) brain.",Balfanz S; Jordan N; Langenstück T,10.1111/jnc.12619,Q-arthropod-bee,1,1.105,boosted_by_title,"Journal Article;Research Support, Non-U.S. Gov't",0.85
23912844,2013,J Vis Exp,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),RNAi-mediated double gene knockdown and gustatory perception measurement in honey bees (Apis mellifera).,Wang Y; Baker N; Amdam GV,10.3791/50446,Q-arthropod-bee,2,1.955,boosted_by_title,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Video-Audio Media",0.85
24431993,2013,Front Behav Neurosci,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),Pharmacological modulation of aversive responsiveness in honey bees.,Tedjakumala SR; Aimable M; Giurfa M,10.3389/fnbeh.2013.00221,Q-arthropod-bee,1,1.105,boosted_by_title,Journal Article,0.85
15561423,2005,Neuroscience,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),Antennal tactile learning in the honeybee: effect of nicotinic antagonists on memory dynamics.,Dacher M; Lagarrigue A; Gauthier M,10.1016/j.neuroscience.2004.09.006,Q-arthropod-bee,2,1.955,boosted_by_title,"Comparative Study;Journal Article;Research Support, Non-U.S. Gov't",0.85
10821787,2000,Br J Pharmacol,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),Octopamine receptors in the honey bee and locust nervous system: pharmacological similarities between homologous receptors of distantly related species.,Degen J; Gewecke M; Roeder T,10.1038/sj.bjp.0703338,Q-arthropod-bee,1,1.3,boosted_by_title,"Comparative Study;Journal Article;Research Support, Non-U.S. Gov't",1.0
10996407,2000,Behav Brain Res,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),"Pharmacological interference with glutamate re-uptake impairs long-term memory in the honeybee, apis mellifera.",Maleszka R; Helliwell P; Kucharski R,10.1016/s0166-4328(00)00235-7,Q-arthropod-bee,1,1.3,boosted_by_title,"Journal Article;Research Support, Non-U.S. Gov't",1.0
10495082,1999,Behav Neurosci,Arthropoda (Hymenoptera),Arthropoda (Hymenoptera),"Pharmacological dissociation between the reinforcing, sensitizing, and response-releasing functions of reward in honeybee classical conditioning.",Menzel R; Heyne A; Kinzel C,,Q-arthropod-bee,1,1.3,boosted_by_title,"Journal Article;Research Support, Non-U.S. Gov't",1.0
38906412,2024,Prog Neuropsychopharmacol Biol Psychiatry,Chordata (non-rodent),Chordata (non-rodent),Darpp-32 is regulated by dopamine and is required for the formation of GABAergic neurons in the developing telencephalon.,Souza BR; Codo BC; Romano-Silva MA,10.1016/j.pnpbp.2024.111060,Q-vertebrate-primate-other,0,0.33,pending,Journal Article,1.1
36359397,2022,Biomedicines,Chordata (non-rodent),Chordata (non-rodent),Acute Administration of Ethanol and of a D1-Receptor Antagonist Affects the Behavior and Neurochemistry of Adult Zebrafish.,Scerbina T; Gerlai R,10.3390/biomedicines10112878,Q-vertebrate-primate-other,2,2.5300000000000002,boosted_by_title,Journal Article,1.1
32432777,2020,Eur Rev Med Pharmacol Sci,Chordata (non-rodent),Chordata (non-rodent),A novel orexin antagonist from a natural plant was discovered using zebrafish behavioural analysis.,Yamanaka M; Iwata H; Masuda K,10.26355/eurrev_202005_21207,Q-vertebrate-primate-other,2,2.5300000000000002,boosted_by_title,Journal Article,1.1
32533080,2020,Sci Rep,Chordata (non-rodent),Chordata (non-rodent),Visuomotor deficiency in panx1a knockout zebrafish is linked to dopaminergic signaling.,Safarian N; Whyte-Fagundes P; Zoidl C,10.1038/s41598-020-66378-y,Q-vertebrate-primate-other,1,1.4300000000000002,boosted_by_title,"Journal Article;Research Support, Non-U.S. Gov't",1.1
31176715,2019,Neurobiol Dis,Chordata (non-rodent); Chordata (rodent),Chordata (non-rodent),"Knockout of latrophilin-3 in Sprague-Dawley rats causes hyperactivity, hyper-reactivity, under-response to amphetamine, and disrupted dopamine markers.",Regan SL; Hufgard JR; Pitzer EM,10.1016/j.nbd.2019.104494,Q-vertebrate-primate-other; Q-vertebrate-rodent,1,1.4300000000000002,boosted_by_title,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",1.1
29105298,2018,Genes Brain Behav,Chordata (non-rodent),Chordata (non-rodent),Prenatal cocaine exposure disrupts the dopaminergic system and its postnatal responses to cocaine.,Riley E; Maymi V; Pawlyszyn S,10.1111/gbb.12436,Q-vertebrate-primate-other,0,0.33,pending,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",1.1
29237725,2018,Mol Pharmacol,Chordata (non-rodent),Chordata (non-rodent),ABIN-1 Negatively Regulates μ-Opioid Receptor Function.,Zhou P; Jiang J; Yan H,10.1124/mol.117.109009,Q-vertebrate-primate-other,0,0.33,pending,"Journal Article;Research Support, Non-U.S. Gov't",1.1
25954526,2012,Int J Med Chem,Chordata (non-rodent); Chordata (rodent),Chordata (non-rodent),MDAN-21: A Bivalent Opioid Ligand Containing mu-Agonist and Delta-Antagonist Pharmacophores and Its Effects in Rhesus Monkeys.,Aceto MD; Harris LS; Negus SS,10.1155/2012/327257,Q-vertebrate-primate-other; Q-vertebrate-rodent,2,1.955,boosted_by_title,Journal Article,0.85
21465551,2011,Mov Disord,Chordata (non-rodent),Chordata (non-rodent),The selective mu-opioid receptor antagonist ADL5510 reduces levodopa-induced dyskinesia without affecting antiparkinsonian action in MPTP-lesioned macaque model of Parkinson's disease.,Koprich JB; Fox SH; Johnston TH,10.1002/mds.23631,Q-vertebrate-primate-other,2,1.955,boosted_by_title,"Journal Article;Research Support, Non-U.S. Gov't",0.85
19896709,2010,Ecotoxicol Environ Saf,Chordata (non-rodent),Chordata (non-rodent),II: Effects of a dopamine receptor antagonist on fathead minnow dominance behavior and ovarian gene expression in the fathead minnow and zebrafish.,Villeneuve DL; Garcia-Reyero N; Martinović D,10.1016/j.ecoenv.2009.09.018,Q-vertebrate-primate-other,2,1.955,boosted_by_title,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.",0.85
40999232,2026,Neuropsychopharmacology,Chordata (rodent),Chordata (rodent),Cannabinoid CB1 receptor and mu-opioid receptor interaction: new insights from conditional knockout mice.,Alton H; Linz E; Bi GH,10.1038/s41386-025-02245-6,Q-vertebrate-rodent,2,2.5300000000000002,boosted_by_title,Journal Article,1.1
