case,spec_id,dv,treatment,controls,fe,sample,waves_or_lag,branch,n,beta,se,p,ci_lo,ci_hi,is_focal_broad,is_focal_narrow
C13,253,qn12012,has_mortgage,minimal,person_year,urban,pid,sweet,41479,0.147591212066434,0.0202233773589623,2.9198865547641617e-13,0.10795339244286789,0.1872290316900001,True,False
C13,254,qn12012,has_mortgage,minimal,person_year,urban,provcd,sweet,41479,0.147591212066434,0.0277063262819507,9.985586002514425e-08,0.09328681255381063,0.20189561157905736,True,False
C13,255,qn12012,has_mortgage,minimal,person_year_province,urban,pid,sweet,41479,0.1657132325307731,0.0196685622690761,0.0,0.12716285048338394,0.20426361457816228,True,False
C13,256,qn12012,has_mortgage,minimal,person_year_province,urban,provcd,sweet,41479,0.1657132325307731,0.0408077538119522,4.8899175654426585e-05,0.08573003505934679,0.24569643000219943,True,False
C13,257,qn12012,has_mortgage,demog,person_year,urban,pid,sweet,41469,0.1633316934734048,0.0205982626557725,2.2204460492503127e-15,0.12295909866809068,0.2037042882787189,True,False
C13,258,qn12012,has_mortgage,demog,person_year,urban,provcd,sweet,41469,0.1633316934734048,0.0257863516479798,2.3882895661131437e-10,0.11279044424336437,0.2138729427034452,True,False
C13,259,qn12012,has_mortgage,demog,person_year_province,urban,pid,sweet,41469,0.1658654237124884,0.0199517286788331,0.0,0.12676003550197554,0.2049708119230013,True,False
C13,260,qn12012,has_mortgage,demog,person_year_province,urban,provcd,sweet,41469,0.1658654237124884,0.0415223415777805,6.480173450618132e-05,0.08448163422003863,0.2472492132049382,True,False
C13,261,qn12012,has_mortgage,extended,person_year,urban,pid,sweet,41467,0.1618274547832619,0.0206062030154556,3.9968028886505635e-15,0.12143929687296894,0.20221561269355487,True,False
C13,262,qn12012,has_mortgage,extended,person_year,urban,provcd,sweet,41467,0.1618274547832619,0.0261443512455558,6.025302479173433e-10,0.11058452634197255,0.21307038322455127,True,False
C13,263,qn12012,has_mortgage,extended,person_year_province,urban,pid,sweet,41467,0.161421121179083,0.0199552762381804,6.661338147750939e-16,0.12230877975224941,0.2005334626059166,True,False
C13,264,qn12012,has_mortgage,extended,person_year_province,urban,provcd,sweet,41467,0.161421121179083,0.0411023259092874,8.590517966378108e-05,0.0808605623968797,0.24198167996128628,True,False
C13,265,qn12012,has_mortgage,minimal,person_year,rural,pid,sweet,40717,0.0726867683379831,0.0283823600405562,0.0104376180066682,0.01705734265849295,0.12831619401747324,True,False
C13,266,qn12012,has_mortgage,minimal,person_year,rural,provcd,sweet,40717,0.0726867683379831,0.0209684824522956,0.0005273262693884,0.031588542731483725,0.11378499394448247,True,False
C13,267,qn12012,has_mortgage,minimal,person_year_province,rural,pid,sweet,40717,0.0652745615780821,0.0278904134786459,0.0192633961589994,0.010609351159936144,0.11993977199622807,True,False
C13,268,qn12012,has_mortgage,minimal,person_year_province,rural,provcd,sweet,40717,0.0652745615780821,0.0409132160237277,0.1106139853044464,-0.014915341828424189,0.1454644649845884,True,False
C13,269,qn12012,has_mortgage,demog,person_year,rural,pid,sweet,40706,0.0873438996203141,0.0285853113058415,0.0022464678854534,0.03131668946086476,0.14337110977976342,True,False
C13,270,qn12012,has_mortgage,demog,person_year,rural,provcd,sweet,40706,0.0873438996203141,0.0235544627839756,0.0002087643341212,0.04117715256372192,0.13351064667690626,True,False
C13,271,qn12012,has_mortgage,demog,person_year_province,rural,pid,sweet,40706,0.1055471904363406,0.0283777519585992,0.00019972501284137856,0.049926796597486174,0.16116758427519504,True,False
C13,272,qn12012,has_mortgage,demog,person_year_province,rural,provcd,sweet,40706,0.1055471904363406,0.0375832386115667,0.0049794830545636,0.03188404275766987,0.17921033811501133,True,False
C13,273,qn12012,has_mortgage,extended,person_year,rural,pid,sweet,40700,0.0872952202254008,0.0286038491310565,0.0022742080528132,0.031231675928530066,0.14335876452227153,True,False
C13,274,qn12012,has_mortgage,extended,person_year,rural,provcd,sweet,40700,0.0872952202254008,0.0234328759069276,0.0001950590608439384,0.04136678344782271,0.1332236570029789,True,False
C13,275,qn12012,has_mortgage,extended,person_year_province,rural,pid,sweet,40700,0.1069245570118724,0.0283958210752202,0.00016621395043570075,0.05126874770444081,0.16258036631930398,True,False
C13,276,qn12012,has_mortgage,extended,person_year_province,rural,provcd,sweet,40700,0.1069245570118724,0.037940536877302,0.004829159268475,0.032561104732360485,0.1812880092913843,True,False
C13,277,qn12012,has_mortgage,minimal,person_year,young_lt40,pid,sweet,21376,0.2689571667698714,0.0268854697409774,0.0,0.2162616460775557,0.3216526874621871,True,False
C13,278,qn12012,has_mortgage,minimal,person_year,young_lt40,provcd,sweet,21375,0.2689977252839923,0.0309505102052208,0.0,0.20833472528175953,0.32966072528622503,True,False
C13,279,qn12012,has_mortgage,minimal,person_year_province,young_lt40,pid,sweet,21375,0.2835000114267625,0.0259416641788632,0.0,0.23265434963619064,0.3343456732173344,True,False
C13,280,qn12012,has_mortgage,minimal,person_year_province,young_lt40,provcd,sweet,21375,0.2835000114267625,0.0389509635659264,3.379518886958977e-13,0.20715612283754675,0.35984390001597827,True,False
C13,281,qn12012,has_mortgage,demog,person_year,young_lt40,pid,sweet,21376,0.2657470428342036,0.0272575180025388,0.0,0.21232230754922754,0.3191717781191796,True,False
C13,282,qn12012,has_mortgage,demog,person_year,young_lt40,provcd,sweet,21375,0.2657900208483785,0.0318216828455599,0.0,0.20341952247108108,0.3281605192256759,True,False
C13,283,qn12012,has_mortgage,demog,person_year_province,young_lt40,pid,sweet,21375,0.2629506484659607,0.0264034469842719,0.0,0.2111998923767878,0.3147014045551336,True,False
C13,284,qn12012,has_mortgage,demog,person_year_province,young_lt40,provcd,sweet,21375,0.2629506484659607,0.0410916104627682,1.5626255844836123e-10,0.18241109195893507,0.3434902049729864,True,False
C13,285,qn12012,has_mortgage,extended,person_year,young_lt40,pid,sweet,21371,0.2657422998182494,0.0272717973140402,0.0,0.21228957708273058,0.3191950225537682,True,False
C13,286,qn12012,has_mortgage,extended,person_year,young_lt40,provcd,sweet,21370,0.2657850686657382,0.031955870375831,0.0,0.20315156272910945,0.32841857460236695,True,False
C13,287,qn12012,has_mortgage,extended,person_year_province,young_lt40,pid,sweet,21370,0.2610611436062722,0.0263180626808063,0.0,0.20947774075189185,0.31264454646065254,True,False
C13,288,qn12012,has_mortgage,extended,person_year_province,young_lt40,provcd,sweet,21370,0.2610611436062722,0.0404977467647222,1.1460410398456133e-10,0.1816855599474167,0.3404367272651277,True,False
C13,289,qn12012,ln_house_debts,minimal,person_year,all,pid,sweet,83241,0.0067054178362328,0.0010466968869149,1.4912737711370028e-10,0.0046538919378795954,0.008756943734586005,True,False
C13,290,qn12012,ln_house_debts,minimal,person_year,all,provcd,sweet,83240,0.006705796857791,0.0012967811276745,2.327084844822025e-07,0.00416410584754898,0.00924748786803302,True,False
C13,291,qn12012,ln_house_debts,minimal,person_year_province,all,pid,sweet,83240,0.0063489251176234,0.0010319053285164,7.621152597891977e-10,0.004326390673731256,0.008371459561515544,True,False
C13,292,qn12012,ln_house_debts,minimal,person_year_province,all,provcd,sweet,83240,0.0063489251176234,0.0017136846136228,0.000211525273308,0.002990103274922712,0.009707746960324087,True,False
C13,293,qn12012,ln_house_debts,demog,person_year,all,pid,sweet,83220,0.0080511877144059,0.0010529833843352,2.0650148258027912e-14,0.005987340281108909,0.010115035147702893,True,False
C13,294,qn12012,ln_house_debts,demog,person_year,all,provcd,sweet,83219,0.0080515443798455,0.001302490713096,6.343421343757427e-10,0.00549866258217734,0.01060442617751366,True,False
C13,295,qn12012,ln_house_debts,demog,person_year_province,all,pid,sweet,83219,0.008205469760417,0.0010456975677984,4.218847493575596e-15,0.006155902527532136,0.010255036993301865,True,False
C13,296,qn12012,ln_house_debts,demog,person_year_province,all,provcd,sweet,83219,0.008205469760417,0.0016439255324731,5.99470181272821e-07,0.004983375716769724,0.011427563804064275,True,False
C13,297,qn12012,ln_house_debts,extended,person_year,all,pid,sweet,83212,0.0080134888637555,0.00105214977089,2.6201263381153694e-14,0.005951275312811101,0.0100757024146999,True,False
C13,298,qn12012,ln_house_debts,extended,person_year,all,provcd,sweet,83211,0.0080138164693568,0.0013084180509964,9.07899089241937e-10,0.005449317089403856,0.010578315849309744,True,False
C13,299,qn12012,ln_house_debts,extended,person_year_province,all,pid,sweet,83211,0.0080851410223264,0.0010439209693087,9.547918011776346e-15,0.006039055922481348,0.010131226122171452,True,False
C13,300,qn12012,ln_house_debts,extended,person_year_province,all,provcd,sweet,83211,0.0080851410223264,0.0016243680085844,6.444166027463895e-07,0.004901379725500976,0.011268902319151824,True,False
C13,301,qn12012,ln_house_debts,minimal,person_year,urban,pid,sweet,41318,0.0115775914095009,0.0013977524405106,2.2204460492503126e-16,0.008837996626100124,0.014317186192901676,True,False
C13,302,qn12012,ln_house_debts,minimal,person_year,urban,provcd,sweet,41318,0.0115775914095009,0.001633568063105,1.3675727217332678e-12,0.0083757980058151,0.0147793848131867,True,False
C13,303,qn12012,ln_house_debts,minimal,person_year_province,urban,pid,sweet,41318,0.0137592442644272,0.0013519202306121,0.0,0.011109480612427483,0.016409007916426917,True,False
C13,304,qn12012,ln_house_debts,minimal,person_year_province,urban,provcd,sweet,41318,0.0137592442644272,0.0023760172231022,7.00161972844171e-09,0.009102250507146886,0.018416238021707512,True,False
C13,305,qn12012,ln_house_debts,demog,person_year,urban,pid,sweet,41308,0.0126736310985311,0.0014151913816743,0.0,0.009899855990449472,0.015447406206612727,True,False
C13,306,qn12012,ln_house_debts,demog,person_year,urban,provcd,sweet,41308,0.0126736310985311,0.0014937022022855,0.0,0.00974597478205152,0.015601287415010679,True,False
C13,307,qn12012,ln_house_debts,demog,person_year_province,urban,pid,sweet,41308,0.0142447855184061,0.0013869099661789,0.0,0.011526441984695456,0.016963129052116745,True,False
C13,308,qn12012,ln_house_debts,demog,person_year_province,urban,provcd,sweet,41308,0.0142447855184061,0.0023988987369475,2.8842850330335064e-09,0.009542943993989,0.0189466270428232,True,False
C13,309,qn12012,ln_house_debts,extended,person_year,urban,pid,sweet,41306,0.0126148072824048,0.0014142417575702,0.0,0.009842893437567207,0.015386721127242393,True,False
C13,310,qn12012,ln_house_debts,extended,person_year,urban,provcd,sweet,41306,0.0126148072824048,0.0015077594972077,0.0,0.009659598667877708,0.015570015896931891,True,False
C13,311,qn12012,ln_house_debts,extended,person_year_province,urban,pid,sweet,41306,0.0140279312651985,0.0013858433476246,0.0,0.011311678303854284,0.016744184226542717,True,False
C13,312,qn12012,ln_house_debts,extended,person_year_province,urban,provcd,sweet,41306,0.0140279312651985,0.0023768885134775,3.5954712540586797e-09,0.0093692297787826,0.0186866327516144,True,False
C13,313,qn12012,ln_house_debts,minimal,person_year,rural,pid,sweet,40593,0.0046229714863393,0.0016767994035874,0.005833057143026,0.0013364446553079958,0.007909498317370603,True,False
C13,314,qn12012,ln_house_debts,minimal,person_year,rural,provcd,sweet,40593,0.0046229714863393,0.0015675074018497,0.0031854599445228,0.0015506569787138874,0.007695285993964712,True,False
C13,315,qn12012,ln_house_debts,minimal,person_year_province,rural,pid,sweet,40593,0.0024005412362281,0.0016484863421308,0.1453347536698028,-0.0008304919943482683,0.005631574466804469,True,False
C13,316,qn12012,ln_house_debts,minimal,person_year_province,rural,provcd,sweet,40593,0.0024005412362281,0.0019876668296679,0.2271557077728038,-0.0014952857499209837,0.006296368222377184,True,False
C13,317,qn12012,ln_house_debts,demog,person_year,rural,pid,sweet,40582,0.0052182623124159,0.0016803627039128,0.0018999740269324,0.0019247514127468121,0.008511773212084989,True,False
C13,318,qn12012,ln_house_debts,demog,person_year,rural,provcd,sweet,40582,0.0052182623124159,0.0015929074013122,0.0010531251354084,0.002096163805843988,0.008340360818987811,True,False
C13,319,qn12012,ln_house_debts,demog,person_year_province,rural,pid,sweet,40582,0.0048451657870597,0.0016670489117534,0.003655753074228,0.0015777499200230359,0.008112581654096365,True,False
C13,320,qn12012,ln_house_debts,demog,person_year_province,rural,provcd,sweet,40582,0.0048451657870597,0.0017950970497895,0.0069525030066936,0.0013267755694722798,0.00836355600464712,True,False
C13,321,qn12012,ln_house_debts,extended,person_year,rural,pid,sweet,40576,0.0052121746501601,0.0016806097556349,0.0019263441152864,0.0019181795291156965,0.008506169771204504,True,False
C13,322,qn12012,ln_house_debts,extended,person_year,rural,provcd,sweet,40576,0.0052121746501601,0.0015946213604678,0.0010808210993842,0.002086716783643212,0.008337632516676989,True,False
C13,323,qn12012,ln_house_debts,extended,person_year_province,rural,pid,sweet,40576,0.0049030899790941,0.0016668118279482,0.0032652373405778,0.0016361387963156281,0.008170041161872572,True,False
C13,324,qn12012,ln_house_debts,extended,person_year_province,rural,provcd,sweet,40576,0.0049030899790941,0.0018120608762217,0.0068138297071388,0.0013514506616995685,0.008454729296488632,True,False
C13,325,qn12012,ln_house_debts,minimal,person_year,young_lt40,pid,sweet,21273,0.01647285712027,0.0019001828811984,0.0,0.012748498673121136,0.020197215567418863,True,False
C13,326,qn12012,ln_house_debts,minimal,person_year,young_lt40,provcd,sweet,21272,0.0164758809947592,0.0019547147270042,0.0,0.012644640129830968,0.020307121859687433,True,False
C13,327,qn12012,ln_house_debts,minimal,person_year_province,young_lt40,pid,sweet,21272,0.0169189383763241,0.0018653917828401,0.0,0.013262770481957502,0.020575106270690695,True,False
C13,328,qn12012,ln_house_debts,minimal,person_year_province,young_lt40,provcd,sweet,21272,0.0169189383763241,0.0022772381766879,1.0902390101819036e-13,0.012455551550015815,0.021382325202632384,True,False
C13,329,qn12012,ln_house_debts,demog,person_year,young_lt40,pid,sweet,21273,0.0163759322858572,0.0019213439322076,0.0,0.012610098178730302,0.020141766392984095,True,False
C13,330,qn12012,ln_house_debts,demog,person_year,young_lt40,provcd,sweet,21272,0.0163789369257976,0.0020478088161471,1.3322676295501878e-15,0.012365231646149282,0.020392642205445913,True,False
C13,331,qn12012,ln_house_debts,demog,person_year_province,young_lt40,pid,sweet,21272,0.0164612517315632,0.001880627180905,0.0,0.012775222456989399,0.020147281006136997,True,False
C13,332,qn12012,ln_house_debts,demog,person_year_province,young_lt40,provcd,sweet,21272,0.0164612517315632,0.002422855200223,1.0895062629856511e-11,0.011712455539126119,0.02121004792400028,True,False
C13,333,qn12012,ln_house_debts,extended,person_year,young_lt40,pid,sweet,21268,0.016360407234251,0.0019229432343064,0.0,0.012591438495010456,0.020129375973491546,True,False
C13,334,qn12012,ln_house_debts,extended,person_year,young_lt40,provcd,sweet,21267,0.0163634534070951,0.0020434694260196,1.1102230246251567e-15,0.012358253332096685,0.02036865348209352,True,False
C13,335,qn12012,ln_house_debts,extended,person_year_province,young_lt40,pid,sweet,21267,0.016454015179725,0.0018772659181398,0.0,0.012774573980170994,0.02013345637927901,True,False
C13,336,qn12012,ln_house_debts,extended,person_year_province,young_lt40,provcd,sweet,21267,0.016454015179725,0.0023990495706264,6.955991338486456e-12,0.011751878021297256,0.021156152338152746,True,False
C13,337,qn12012,ln_resivalue,minimal,person_year,all,pid,sweet,83309,-0.0381277575391155,0.0008189819189347,0.0,-0.03973296210022751,-0.03652255297800349,True,False
C13,338,qn12012,ln_resivalue,minimal,person_year,all,provcd,sweet,83308,-0.0381283343647574,0.0012984561106188,0.0,-0.04067330834157024,-0.03558336038794455,True,False
C13,339,qn12012,ln_resivalue,minimal,person_year_province,all,pid,sweet,83308,-0.0375960111989083,0.0007803993686999,0.0,-0.0391255939615601,-0.036066428436256494,True,False
C13,340,qn12012,ln_resivalue,minimal,person_year_province,all,provcd,sweet,83308,-0.0375960111989083,0.0018472769264559,0.0,-0.041216673974761864,-0.03397534842305473,True,False
C13,341,qn12012,ln_resivalue,demog,person_year,all,pid,sweet,83288,-0.0373852595739108,0.000864772588701,0.0,-0.03908021384776476,-0.03569030530005684,True,False
C13,342,qn12012,ln_resivalue,demog,person_year,all,provcd,sweet,83287,-0.0373861060796044,0.0013399256233376,0.0,-0.0400123603013461,-0.034759851857862706,True,False
C13,343,qn12012,ln_resivalue,demog,person_year_province,all,pid,sweet,83287,-0.0388983846337941,0.000829753390118,0.0,-0.04052470127842538,-0.03727206798916282,True,False
C13,344,qn12012,ln_resivalue,demog,person_year_province,all,provcd,sweet,83287,-0.0388983846337941,0.0012785077325411,0.0,-0.041404259789574654,-0.03639250947801355,True,False
C13,345,qn12012,ln_resivalue,extended,person_year,all,pid,sweet,83280,-0.0377241590658711,0.0008704988747219,0.0,-0.03943033686032602,-0.03601798127141618,True,False
C13,346,qn12012,ln_resivalue,extended,person_year,all,provcd,sweet,83279,-0.0377250088261474,0.0013820706250047,0.0,-0.04043386725115661,-0.03501615040113819,True,False
C13,347,qn12012,ln_resivalue,extended,person_year_province,all,pid,sweet,83279,-0.0395701397626161,0.0008334903554437,0.0,-0.04120378085928575,-0.03793649866594645,True,False
C13,348,qn12012,ln_resivalue,extended,person_year_province,all,provcd,sweet,83279,-0.0395701397626161,0.0012999157268233,0.0,-0.042117974587189765,-0.037022304938042434,True,False
C13,349,qn12012,ln_resivalue,minimal,person_year,urban,pid,sweet,41380,-0.0365041069999941,0.0011446067033313,0.0,-0.03874753613852345,-0.03426067786146476,True,False
C13,350,qn12012,ln_resivalue,minimal,person_year,urban,provcd,sweet,41380,-0.0365041069999941,0.001703579958784,0.0,-0.03984312371921074,-0.033165090280777465,True,False
C13,351,qn12012,ln_resivalue,minimal,person_year_province,urban,pid,sweet,41380,-0.0357565233474265,0.001053200850163,0.0,-0.03782079701374598,-0.033692249681107025,True,False
C13,352,qn12012,ln_resivalue,minimal,person_year_province,urban,provcd,sweet,41380,-0.0357565233474265,0.0028250877154895,0.0,-0.04129369526978592,-0.030219351425067084,True,False
C13,353,qn12012,ln_resivalue,demog,person_year,urban,pid,sweet,41370,-0.0354644466651022,0.0012290733473131,0.0,-0.03787343042583587,-0.033055462904368525,True,False
C13,354,qn12012,ln_resivalue,demog,person_year,urban,provcd,sweet,41370,-0.0354644466651022,0.0016074212385941,0.0,-0.03861499229274663,-0.032313901037457765,True,False
C13,355,qn12012,ln_resivalue,demog,person_year_province,urban,pid,sweet,41370,-0.036297918091987,0.0011989711845531,0.0,-0.03864790161371107,-0.033947934570262926,True,False
C13,356,qn12012,ln_resivalue,demog,person_year_province,urban,provcd,sweet,41370,-0.036297918091987,0.0022892599662748,0.0,-0.04078486762588561,-0.03181096855808839,True,False
C13,357,qn12012,ln_resivalue,extended,person_year,urban,pid,sweet,41368,-0.0358509397196242,0.0012388704560543,0.0,-0.038279125813490626,-0.03342275362575777,True,False
C13,358,qn12012,ln_resivalue,extended,person_year,urban,provcd,sweet,41368,-0.0358509397196242,0.0016568923517337,0.0,-0.03909844872902225,-0.032603430710226144,True,False
C13,359,qn12012,ln_resivalue,extended,person_year_province,urban,pid,sweet,41368,-0.0370487867321985,0.0012082072689894,0.0,-0.039416872979417726,-0.03468070048497928,True,False
C13,360,qn12012,ln_resivalue,extended,person_year_province,urban,provcd,sweet,41368,-0.0370487867321985,0.0023346052086926,0.0,-0.041624612941236,-0.03247296052316101,True,False
C13,361,qn12012,ln_resivalue,minimal,person_year,rural,pid,sweet,40582,-0.0464200449189643,0.0009852129892648,0.0,-0.04835106237792331,-0.04448902746000529,True,False
C13,362,qn12012,ln_resivalue,minimal,person_year,rural,provcd,sweet,40582,-0.0464200449189643,0.001464973849271,0.0,-0.04929139366353546,-0.043548696174393144,True,False
C13,363,qn12012,ln_resivalue,minimal,person_year_province,rural,pid,sweet,40582,-0.0500551363655014,0.0009828036984014,0.0,-0.05198143161436814,-0.04812884111663466,True,False
C13,364,qn12012,ln_resivalue,minimal,person_year_province,rural,provcd,sweet,40582,-0.0500551363655014,0.0016577211786824,0.0,-0.0533042698757189,-0.0468060028552839,True,False
C13,365,qn12012,ln_resivalue,demog,person_year,rural,pid,sweet,40571,-0.0449663684032585,0.0010555585204492,0.0,-0.047035263103338935,-0.04289747370317807,True,False
C13,366,qn12012,ln_resivalue,demog,person_year,rural,provcd,sweet,40571,-0.0449663684032585,0.001479101830378,0.0,-0.047865407990799386,-0.04206732881571762,True,False
C13,367,qn12012,ln_resivalue,demog,person_year_province,rural,pid,sweet,40571,-0.0482935271740766,0.001010834706022,0.0,-0.05027476319787973,-0.04631229115027348,True,False
C13,368,qn12012,ln_resivalue,demog,person_year_province,rural,provcd,sweet,40571,-0.0482935271740766,0.0018533479667614,0.0,-0.05192608918892895,-0.044660965159224256,True,False
C13,369,qn12012,ln_resivalue,extended,person_year,rural,pid,sweet,40565,-0.0451983990517288,0.0010667911648119,0.0,-0.04728930973476013,-0.043107488368697475,True,False
C13,370,qn12012,ln_resivalue,extended,person_year,rural,provcd,sweet,40565,-0.0451983990517288,0.0015705865548951,0.0,-0.0482767486993232,-0.042120049404134406,True,False
C13,371,qn12012,ln_resivalue,extended,person_year_province,rural,pid,sweet,40565,-0.0490084910019606,0.0010205448423708,0.0,-0.05100875889300737,-0.04700822311091383,True,False
C13,372,qn12012,ln_resivalue,extended,person_year_province,rural,provcd,sweet,40565,-0.0490084910019606,0.0020339305612791,0.0,-0.05299499490206763,-0.04502198710185357,True,False
C13,373,qn12012,ln_resivalue,minimal,person_year,young_lt40,pid,sweet,21330,-0.0446140418701729,0.0010831586225036,0.0,-0.046737032770279956,-0.04249105097006584,True,False
C13,374,qn12012,ln_resivalue,minimal,person_year,young_lt40,provcd,sweet,21329,-0.0446179357633239,0.0014307540059621,0.0,-0.04742221361500962,-0.041813657911638186,True,False
C13,375,qn12012,ln_resivalue,minimal,person_year_province,young_lt40,pid,sweet,21329,-0.0415842148801978,0.0010317563001792,0.0,-0.04360645722854903,-0.03956197253184657,True,False
C13,376,qn12012,ln_resivalue,minimal,person_year_province,young_lt40,provcd,sweet,21329,-0.0415842148801978,0.0034373620848147,0.0,-0.04832144456643461,-0.03484698519396098,True,False
C13,377,qn12012,ln_resivalue,demog,person_year,young_lt40,pid,sweet,21330,-0.0467373973272,0.0014132163721067,0.0,-0.049507301416529134,-0.04396749323787087,True,False
C13,378,qn12012,ln_resivalue,demog,person_year,young_lt40,provcd,sweet,21329,-0.0467418189925703,0.0017259845504297,0.0,-0.050124748711412516,-0.043358889273728086,True,False
C13,379,qn12012,ln_resivalue,demog,person_year_province,young_lt40,pid,sweet,21329,-0.0429342850900899,0.0013919854126482,0.0,-0.04566257649888038,-0.04020599368129943,True,False
C13,380,qn12012,ln_resivalue,demog,person_year_province,young_lt40,provcd,sweet,21329,-0.0429342850900899,0.0030828874337521,0.0,-0.04897674446024402,-0.03689182571993579,True,False
C13,381,qn12012,ln_resivalue,extended,person_year,young_lt40,pid,sweet,21325,-0.0480253634277383,0.0014742231602001,0.0,-0.05091484082173049,-0.0451358860337461,True,False
C13,382,qn12012,ln_resivalue,extended,person_year,young_lt40,provcd,sweet,21324,-0.0480304816355238,0.0017700623927855,0.0,-0.05149980392538338,-0.04456115934566422,True,False
C13,383,qn12012,ln_resivalue,extended,person_year_province,young_lt40,pid,sweet,21324,-0.046093189322324,0.0014509119132197,0.0,-0.048936976672234615,-0.043249401972413386,True,False
C13,384,qn12012,ln_resivalue,extended,person_year_province,young_lt40,provcd,sweet,21324,-0.046093189322324,0.0025838627059191,0.0,-0.051157560225925436,-0.041028818418722565,True,False
C13,385,qn12016,mortgage_burden_w,minimal,person_year,all,pid,sweet,80848,0.1735173858321879,0.0421906293020858,3.910590421751792e-05,0.09082375240009972,0.2562110192642761,False,False
C13,386,qn12016,mortgage_burden_w,minimal,person_year,all,provcd,sweet,80847,0.1735265732797994,0.0510535709496627,0.000676545854829,0.0734615742184605,0.2735915723411383,False,False
C13,387,qn12016,mortgage_burden_w,minimal,person_year_province,all,pid,sweet,80847,0.1948769499199483,0.0420525891118065,3.58450554571732e-06,0.11245387526080756,0.27730002457908903,False,False
C13,388,qn12016,mortgage_burden_w,minimal,person_year_province,all,provcd,sweet,80847,0.1948769499199483,0.0573346100735706,0.0006764733762284,0.08250111417574993,0.3072527856641467,False,False
C13,389,qn12016,mortgage_burden_w,demog,person_year,all,pid,sweet,80827,0.1922041490793594,0.0422443547704643,5.369219408635217e-06,0.10940521372924937,0.2750030844294694,False,False
C13,390,qn12016,mortgage_burden_w,demog,person_year,all,provcd,sweet,80826,0.1922139919757181,0.0503817178476594,0.00013609825361426964,0.09346582499430567,0.2909621589571305,False,False
C13,391,qn12016,mortgage_burden_w,demog,person_year_province,all,pid,sweet,80826,0.1833974697897536,0.0419730177308926,1.2458068137100042e-05,0.10113035503720412,0.2656645845423031,False,False
C13,392,qn12016,mortgage_burden_w,demog,person_year_province,all,provcd,sweet,80826,0.1833974697897536,0.0478771987069485,0.00012784123426112792,0.08955816032413454,0.27723677925537266,False,False
C13,393,qn12016,mortgage_burden_w,extended,person_year,all,pid,sweet,80820,0.1918044739395712,0.0422402643569599,5.604191980479456e-06,0.1090135557999298,0.2745953920792126,False,False
C13,394,qn12016,mortgage_burden_w,extended,person_year,all,provcd,sweet,80819,0.1918138694551037,0.0503875097953844,0.00014079121183141474,0.09305435025615028,0.29057338865405713,False,False
C13,395,qn12016,mortgage_burden_w,extended,person_year_province,all,pid,sweet,80819,0.1807294533074686,0.0419531207213214,1.648188850711385e-05,0.09850133669367865,0.2629575699212585,False,False
C13,396,qn12016,mortgage_burden_w,extended,person_year_province,all,provcd,sweet,80819,0.1807294533074686,0.0473106503852403,0.00013342001263794145,0.08800057855239761,0.27345832806253956,False,False
C13,397,qn12016,mortgage_burden_w,minimal,person_year,urban,pid,sweet,40242,0.267282086687048,0.0531039393298585,4.82390744460659e-07,0.16319836560052536,0.37136580777357064,False,False
C13,398,qn12016,mortgage_burden_w,minimal,person_year,urban,provcd,sweet,40242,0.267282086687048,0.0546086475824829,9.855541616143881e-07,0.16024913742538152,0.3743150359487145,False,False
C13,399,qn12016,mortgage_burden_w,minimal,person_year_province,urban,pid,sweet,40242,0.362148776065665,0.0529579817529431,8.007372542806479e-12,0.2583511318298965,0.46594642030143346,False,False
C13,400,qn12016,mortgage_burden_w,minimal,person_year_province,urban,provcd,sweet,40242,0.362148776065665,0.0708795314297352,3.232583478673945e-07,0.22322489446338398,0.501072657667946,False,False
C13,401,qn12016,mortgage_burden_w,demog,person_year,urban,pid,sweet,40232,0.2545744334181751,0.0534813069595527,1.935317688772642e-06,0.14975107177745178,0.3593977950588984,False,False
C13,402,qn12016,mortgage_burden_w,demog,person_year,urban,provcd,sweet,40232,0.2545744334181751,0.0537583686086629,2.1848205695729206e-06,0.1492080309451958,0.3599408358911544,False,False
C13,403,qn12016,mortgage_burden_w,demog,person_year_province,urban,pid,sweet,40232,0.2847983174461977,0.0528626902249167,7.144016200832937e-08,0.181187444605361,0.38840919028703447,False,False
C13,404,qn12016,mortgage_burden_w,demog,person_year_province,urban,provcd,sweet,40232,0.2847983174461977,0.0672369550295355,2.2779937649541893e-05,0.15301388558830814,0.4165827493040873,False,False
C13,405,qn12016,mortgage_burden_w,extended,person_year,urban,pid,sweet,40230,0.2543253387055273,0.0534826272856066,1.98162925979517e-06,0.14949938922573838,0.3591512881853163,False,False
C13,406,qn12016,mortgage_burden_w,extended,person_year,urban,provcd,sweet,40230,0.2543253387055273,0.0537333137562483,2.211125995410512e-06,0.14900804374328064,0.359642633667774,False,False
C13,407,qn12016,mortgage_burden_w,extended,person_year_province,urban,pid,sweet,40230,0.2811292790943845,0.0528707116587749,1.0532005312313687e-07,0.17750268424318572,0.3847558739455833,False,False
C13,408,qn12016,mortgage_burden_w,extended,person_year_province,urban,provcd,sweet,40230,0.2811292790943845,0.0661771061195034,2.1555751567703396e-05,0.15142215110015783,0.4108364070886112,False,False
C13,409,qn12016,mortgage_burden_w,minimal,person_year,rural,pid,sweet,39271,0.1602671397332025,0.0762530083190694,0.0355724462614536,0.010811243427826467,0.30972303603857854,False,False
